timestamp,accel_A-01_ms2,accel_A-02_ms2
1288.087,-0.021,0.122
1288.107,0.01,0.07
1288.127,0.189,0.051
1288.147,-0.022,0.039
1288.167,0.118,0.02
1288.187,0.128,0.075
1288.207,0.076,0.043
1288.227,0.218,0.071
1288.247,0.129,0.11
1288.267,0.2,-0.028
1288.287,0.155,0.123
1288.307,0.193,0.054
1288.327,0.196,0.111
1288.347,0.201,0.06
1288.367,0.129,0.054
1288.387,0.286,0.071
1288.407,0.246,0.137
1288.427,0.231,0.163
1288.447,0.224,0.029
1288.467,0.151,0.079
1288.487,0.21,0.155
1288.507,0.16,0.088
1288.527,0.199,0.046
1288.547,0.047,0.075
1288.567,0.131,0.154
1288.587,0.17,0.036
1288.607,0.085,0.195
1288.627,0.096,-0.008
1288.647,-0.015,0.126
1288.667,-0.005,0.098
1288.687,-0.079,0.115
1288.707,0.042,0.077
1288.727,-0.098,0.199
1288.747,-0.011,-0.004
1288.767,-0.098,0.089
1288.787,-0.195,0.1
1288.807,-0.119,0.086
1288.827,-0.115,0.008
1288.847,-0.014,0.017
1288.867,-0.183,0.066
1288.887,-0.155,0.067
1288.907,-0.196,0.093
1288.927,-0.084,0.039
1288.947,-0.234,0.033
1288.967,-0.215,0.084
1288.987,-0.125,0.087
1289.007,-0.15,0.037
1289.027,-0.21,0.069
1289.047,-0.133,0.1
1289.067,-0.221,-0.091
1289.087,-0.178,0.004
1289.107,-0.207,-0.037
1289.127,-0.273,-0.019
1289.147,-0.141,0.049
1289.167,-0.152,-0.063
1289.187,-0.109,-0.086
1289.207,-0.015,-0.028
1289.227,-0.05,-0.07
1289.247,-0.091,-0.019
1289.267,-0.07,-0.093
1289.287,0.005,0.005
1289.307,-0.041,0.019
1289.327,0.009,-0.064
1289.347,0.129,0.027
1289.367,0.003,-0.039
1289.387,0.05,-0.075
1289.407,0.112,-0.125
1289.427,0.091,-0.107
1289.447,0.093,-0.178
1289.467,0.156,-0.128
1289.487,0.09,-0.156
1289.507,0.228,-0.117
1289.527,0.231,-0.091
1289.547,0.257,-0.098
1289.567,0.14,-0.07
1289.587,0.263,-0.207
1289.607,0.17,-0.122
1289.627,0.199,-0.104
1289.647,0.213,-0.169
1289.667,0.199,0.015
1289.687,0.239,-0.195
1289.707,0.187,-0.066
1289.727,0.132,-0.086
1289.747,0.136,-0.029
1289.767,0.113,-0.118
1289.787,0.137,-0.107
1289.807,0.169,-0.06
1289.827,0.134,-0.094
1289.847,0.041,-0.181
1289.867,0.096,-0.13
1289.887,0.084,-0.053
1289.907,0.044,-0.084
1289.927,0.012,-0.131
1289.947,0.003,-0.015
1289.967,0.019,-0.056
1289.987,-0.098,-0.115
1290.007,-0.068,-0.101
1290.027,-0.1,0.016
1290.047,-0.09,-0.071
1290.067,-0.21,-0.071
1290.087,-0.073,-0.047
1290.107,-0.063,-0.088
1290.127,-0.13,-0.115
1290.147,-0.267,0.032
1290.167,-0.279,-0.014
1290.187,-0.105,0.002
1290.207,-0.167,-0.032
1290.227,-0.279,0.011
1290.247,-0.171,-0.017
1290.267,-0.277,0.028
1290.287,-0.24,0.04
1290.307,-0.23,0.111
1290.327,-0.22,0.058
1290.347,-0.208,0.105
1290.367,-0.144,0.0
1290.387,-0.161,0.139
1290.407,-0.242,0.049
1290.427,-0.177,0.09
1290.447,-0.115,0.067
1290.467,-0.075,0.101
1290.487,-0.075,0.028
1290.507,-0.049,0.175
1290.527,-0.015,0.078
1290.547,-0.063,0.097
1290.567,-0.015,0.166
1290.587,0.01,0.14
1290.607,0.022,0.039
1290.627,0.041,0.113
1290.647,0.069,0.141
1290.667,0.1,0.098
1290.687,0.043,0.21
1290.707,0.137,0.119
1290.727,0.12,0.166
1290.747,0.104,0.13
1290.767,0.082,0.044
1290.787,0.196,0.033
1290.807,0.146,0.08
1290.827,0.079,0.117
1290.847,0.172,-0.008
1290.867,0.125,0.063
1290.887,0.163,0.096
1290.907,0.155,0.068
1290.927,0.158,0.087
1290.947,0.176,0.12
1290.967,0.052,0.05
1290.987,0.228,0.051
1291.007,0.137,0.11
1291.027,0.178,0.09
1291.047,0.183,0.008
1291.067,0.183,-0.011
1291.087,0.072,0.018
1291.107,0.053,-0.084
1291.127,0.008,0.055
1291.147,0.018,0.047
1291.167,-0.034,-0.041
1291.187,-0.046,-0.001
1291.207,0.026,-0.06
1291.227,-0.085,-0.057
1291.247,-0.138,-0.031
1291.267,-0.091,-0.005
1291.287,-0.035,-0.144
1291.307,-0.051,-0.016
1291.327,-0.162,-0.103
1291.347,-0.192,-0.05
1291.367,-0.226,-0.034
1291.387,-0.108,-0.089
1291.407,-0.228,-0.142
1291.427,-0.209,-0.12
1291.447,-0.197,-0.046
1291.467,-0.178,-0.134
1291.487,-0.119,-0.075
1291.507,-0.229,-0.124
1291.527,-0.202,-0.085
1291.547,-0.116,-0.128
1291.567,-0.314,-0.097
1291.587,-0.145,-0.039
1291.607,-0.063,-0.163
1291.627,-0.106,-0.11
1291.647,-0.216,-0.112
1291.667,-0.068,-0.208
1291.687,-0.094,-0.119
1291.707,-0.156,-0.143
1291.727,-0.126,-0.052
1291.747,-0.045,-0.043
1291.767,-0.105,-0.081
1291.787,-0.014,-0.105
1291.807,-0.027,-0.08
1291.827,-0.012,-0.015
1291.847,-0.012,-0.003
1291.867,-0.018,-0.119
1291.887,0.105,-0.076
1291.907,0.114,-0.09
1291.927,0.049,-0.035
1291.947,0.14,-0.064
1291.967,0.19,-0.053
1291.987,0.084,-0.012
1292.007,0.169,-0.084
1292.027,0.063,-0.091
1292.047,0.157,-0.129
1292.067,0.16,-0.14
1292.087,0.205,-0.036
1292.107,0.316,-0.079
1292.127,0.19,-0.075
1292.147,0.246,0.004
1292.167,0.137,-0.008
1292.187,0.176,-0.032
1292.207,0.245,0.062
1292.227,0.189,-0.044
1292.247,0.175,-0.021
1292.267,0.205,-0.037
1292.287,0.205,0.024
1292.307,0.174,-0.021
1292.327,0.105,-0.061
1292.347,0.065,0.009
1292.367,0.1,0.034
1292.387,0.093,0.027
1292.407,0.031,0.058
1292.427,0.062,0.05
1292.447,0.018,0.16
1292.467,-0.012,0.07
1292.487,-0.061,0.147
1292.507,-0.1,0.067
1292.527,0.004,0.01
1292.547,-0.112,0.124
1292.567,-0.081,0.056
1292.587,-0.087,0.082
1292.607,-0.134,-0.047
1292.627,-0.163,0.122
1292.647,-0.104,0.124
1292.667,-0.234,0.183
1292.687,-0.228,0.063
1292.707,-0.239,0.188
1292.727,-0.167,0.159
1292.747,-0.215,-0.004
1292.767,-0.152,0.112
1292.787,-0.163,0.155
1292.807,-0.249,0.121
1292.827,-0.213,0.002
1292.847,-0.293,0.029
1292.867,-0.251,0.04
1292.887,-0.157,0.061
1292.907,-0.15,0.012
1292.927,-0.165,0.114
1292.947,-0.103,0.099
1292.967,-0.017,0.069
1292.987,-0.111,0.029
1293.007,-0.074,0.09
1293.027,-0.012,0.06
1293.047,0.069,0.014
1293.067,0.037,0.055
1293.087,-0.028,0.063
1293.107,0.008,0.007
1293.127,0.019,-0.039
1293.147,0.047,-0.045
1293.167,0.143,0.103
1293.187,0.118,0.064
1293.207,0.145,-0.023
1293.227,0.201,0.065
1293.247,0.116,0.045
1293.267,0.067,-0.004
1293.287,0.229,-0.02
1293.307,0.213,-0.016
1293.327,0.143,-0.066
1293.347,0.214,0.069
1293.367,0.258,-0.161
1293.387,0.18,0.003
1293.407,0.206,-0.066
1293.427,0.264,-0.086
1293.447,0.21,-0.105
1293.467,0.187,-0.178
1293.487,0.152,0.027
1293.507,0.121,-0.105
1293.527,0.18,-0.093
1293.547,0.168,-0.16
1293.567,0.108,-0.152
1293.587,0.203,0.003
1293.607,0.055,-0.148
1293.627,0.002,-0.1
1293.647,0.058,-0.097
1293.667,-0.043,-0.144
1293.687,0.01,-0.059
1293.707,-0.058,-0.066
1293.727,-0.037,-0.083
1293.747,0.002,-0.07
1293.767,-0.141,-0.098
1293.787,-0.087,-0.087
1293.807,-0.126,-0.135
1293.827,-0.059,-0.164
1293.847,-0.093,-0.097
1293.867,-0.088,-0.143
1293.887,-0.109,-0.057
1293.907,-0.222,-0.163
1293.927,-0.145,-0.142
1293.947,-0.199,-0.047
1293.967,-0.243,-0.078
1293.987,-0.145,0.002
1294.007,-0.278,-0.092
1294.027,-0.172,-0.089
1294.047,-0.149,-0.065
1294.067,-0.11,-0.072
1294.087,-0.149,-0.061
1294.107,-0.246,-0.064
1294.127,-0.104,-0.069
1294.147,-0.103,-0.074
1294.167,-0.118,0.064
1294.187,-0.059,-0.145
1294.207,-0.116,-0.054
1294.227,-0.204,0.069
1294.247,-0.171,-0.07
1294.267,-0.117,0.031
1294.287,-0.046,0.009
1294.307,0.055,-0.008
1294.327,-0.128,-0.045
1294.347,0.041,-0.004
1294.367,0.04,-0.018
1294.387,0.029,0.016
1294.407,0.082,0.042
1294.427,0.016,0.008
1294.447,0.08,0.058
1294.467,0.103,0.019
1294.487,0.133,-0.037
1294.507,0.054,0.081
1294.527,0.152,0.039
1294.547,0.093,-0.01
1294.567,0.173,0.069
1294.587,0.181,0.017
1294.607,0.196,0.145
1294.627,0.213,-0.009
1294.647,0.23,0.077
1294.667,0.24,0.154
1294.687,0.331,0.118
1294.707,0.139,0.123
1294.727,0.203,0.026
1294.747,0.117,0.07
1294.767,0.225,0.094
1294.787,0.192,0.074
1294.807,0.146,0.092
1294.827,0.207,0.161
1294.847,0.185,0.126
1294.867,0.113,0.066
1294.887,0.134,-0.014
1294.907,0.068,0.095
1294.927,0.05,0.104
1294.947,0.01,0.057
1294.967,-0.001,0.115
1294.987,-0.018,0.103
1295.007,-0.048,0.151
1295.027,-0.042,0.176
1295.047,-0.149,0.057
1295.067,-0.137,0.186
1295.087,-0.114,0.014
1295.107,-0.092,0.021
1295.127,-0.043,0.044
1295.147,-0.183,0.054
1295.167,-0.096,0.09
1295.187,-0.139,0.137
1295.207,-0.186,0.035
1295.227,-0.122,-0.087
1295.247,-0.174,0.04
1295.267,-0.231,0.09
1295.287,-0.178,0.01
1295.307,-0.166,-0.039
1295.327,-0.127,-0.03
1295.347,-0.214,-0.018
1295.367,-0.381,-0.042
1295.387,-0.181,0.025
1295.407,-0.206,0.008
1295.427,-0.094,-0.034
1295.447,-0.079,0.004
1295.467,-0.109,-0.006
1295.487,-0.062,-0.077
1295.507,-0.084,-0.156
1295.527,-0.013,-0.014
1295.547,-0.054,-0.063
1295.567,-0.005,-0.142
1295.587,0.057,-0.077
1295.607,0.021,0.036
1295.627,0.087,-0.067
1295.647,0.067,-0.16
1295.667,0.127,-0.116
1295.687,0.084,-0.035
1295.707,0.034,-0.113
1295.727,0.128,-0.175
1295.747,0.1,-0.168
1295.767,0.165,-0.037
1295.787,0.152,-0.099
1295.807,0.139,-0.061
1295.827,0.128,-0.105
1295.847,0.236,-0.144
1295.867,0.201,-0.035
1295.887,0.249,-0.056
1295.907,0.175,-0.133
1295.927,0.174,-0.062
1295.947,0.213,-0.116
1295.967,0.201,-0.104
1295.987,0.195,-0.149
1296.007,0.152,-0.189
1296.027,0.108,-0.096
1296.047,0.157,-0.072
1296.067,0.112,-0.101
1296.087,0.121,-0.055
1296.107,0.151,-0.119
1296.127,0.097,-0.037
1296.147,0.099,-0.149
1296.167,0.041,-0.058
1296.187,0.059,-0.026
1296.207,0.112,-0.023
1296.227,-0.022,0.043
1296.247,0.07,-0.04
1296.267,-0.067,-0.065
1296.287,-0.107,0.009
1296.307,-0.056,-0.043
1296.327,-0.058,-0.047
1296.347,-0.046,-0.048
1296.367,-0.055,-0.033
1296.387,-0.157,-0.07
1296.407,-0.216,-0.02
1296.427,-0.196,0.044
1296.447,-0.105,0.007
1296.467,-0.162,-0.017
1296.487,-0.247,0.088
1296.507,-0.197,-0.005
1296.527,-0.137,0.068
1296.547,-0.216,-0.012
1296.567,-0.267,0.067
1296.587,-0.144,-0.084
1296.607,-0.201,-0.003
1296.627,-0.168,0.085
1296.647,-0.083,0.149
1296.667,-0.209,0.034
1296.687,-0.126,0.114
1296.707,-0.123,0.083
1296.727,-0.194,0.073
1296.747,-0.041,-0.069
1296.767,-0.083,0.06
1296.787,-0.153,0.068
1296.807,-0.078,0.055
1296.827,-0.021,0.1
1296.847,-0.015,0.082
1296.867,0.024,0.05
1296.887,0.078,0.12
1296.907,0.071,0.134
1296.927,0.09,0.132
1296.947,0.055,0.028
1296.967,0.161,0.095
1296.987,0.1,0.011
1297.007,0.16,0.155
1297.027,0.095,0.092
1297.047,0.105,0.166
1297.067,0.223,0.06
1297.087,0.149,0.114
1297.107,0.259,0.113
1297.127,0.166,0.02
1297.147,0.217,-0.012
1297.167,0.257,0.049
1297.187,0.188,0.117
1297.207,0.145,0.087
1297.227,0.07,0.0
1297.247,0.156,0.003
1297.267,0.275,0.096
1297.287,0.19,0.072
1297.307,0.158,0.037
1297.327,0.159,0.08
1297.347,0.135,0.043
1297.367,0.178,0.016
1297.387,0.114,0.009
1297.407,0.056,0.089
1297.427,0.011,-0.07
1297.447,0.057,-0.069
1297.467,-0.085,0.021
1297.487,0.031,0.015
1297.507,0.037,-0.023
1297.527,-0.034,0.051
1297.547,-0.035,0.078
1297.567,-0.165,0.028
1297.587,-0.155,-0.12
1297.607,-0.13,-0.142
1297.627,-0.181,-0.058
1297.647,-0.22,-0.106
1297.667,-0.125,-0.132
1297.687,-0.217,-0.058
1297.707,-0.222,-0.171
1297.727,-0.251,-0.095
1297.747,-0.17,-0.092
1297.767,-0.166,0.014
1297.787,-0.197,-0.121
1297.807,-0.198,-0.103
1297.827,-0.284,-0.12
1297.847,-0.264,-0.127
1297.867,-0.114,-0.09
1297.887,-0.134,-0.125
1297.907,-0.137,-0.085
1297.927,-0.044,-0.128
1297.947,-0.105,-0.094
1297.967,-0.187,-0.084
1297.987,-0.088,-0.091
1298.007,-0.025,-0.042
1298.027,-0.001,-0.114
1298.047,-0.102,-0.122
1298.067,-0.039,-0.068
1298.087,-0.045,-0.135
1298.107,-0.094,-0.019
1298.127,-0.007,-0.076
1298.147,0.046,-0.037
1298.167,0.101,-0.212
1298.187,0.029,-0.058
1298.207,0.058,-0.089
1298.227,0.05,-0.079
1298.247,0.086,-0.102
1298.267,0.124,-0.076
1298.287,0.088,-0.132
1298.307,0.131,0.033
1298.327,0.254,-0.06
1298.347,0.139,-0.02
1298.367,0.238,-0.081
1298.387,0.201,-0.106
1298.407,0.176,0.021
1298.427,0.223,0.022
1298.447,0.154,0.092
1298.467,0.142,0.096
1298.487,0.195,0.048
1298.507,0.159,0.079
1298.527,0.138,-0.007
1298.547,0.161,-0.088
1298.567,0.217,-0.021
1298.587,0.108,0.016
1298.607,0.13,-0.01
1298.627,0.064,0.006
1298.647,0.057,0.006
1298.667,0.112,0.106
1298.687,-0.029,0.123
1298.707,0.057,-0.025
1298.727,-0.005,0.181
1298.747,-0.023,0.105
1298.767,-0.067,0.088
1298.787,-0.094,0.131
1298.807,-0.145,0.054
1298.827,-0.042,0.022
1298.847,-0.078,0.067
1298.867,-0.163,0.039
1298.887,-0.136,0.153
1298.907,-0.183,0.048
1298.927,-0.195,0.007
1298.947,-0.204,0.17
1298.967,-0.06,0.033
1298.987,-0.219,0.144
1299.007,-0.208,0.122
1299.027,-0.237,0.134
1299.047,-0.266,0.057
1299.067,-0.226,0.139
1299.087,-0.167,0.144
1299.107,-0.185,0.09
1299.127,-0.264,0.12
1299.147,-0.095,-0.003
1299.167,-0.132,0.128
1299.187,-0.154,0.083
1299.207,-0.123,0.124
1299.227,-0.137,0.057
1299.247,-0.199,0.01
1299.267,-0.106,0.126
1299.287,-0.085,0.097
1299.307,0.075,0.061
1299.327,-0.033,0.069
1299.347,0.104,0.082
1299.367,-0.066,0.119
1299.387,-0.045,0.128
1299.407,-0.047,-0.011
1299.427,0.069,0.006
1299.447,0.007,-0.011
1299.467,0.074,0.025
1299.487,0.136,-0.02
1299.507,0.124,0.037
1299.527,0.132,-0.064
1299.547,0.243,0.076
1299.567,0.069,0.005
1299.587,0.233,-0.014
1299.607,0.167,-0.098
1299.627,0.205,-0.009
1299.647,0.227,-0.025
1299.667,0.159,-0.044
1299.687,0.138,-0.094
1299.707,0.144,0.036
1299.727,0.19,-0.086
1299.747,0.308,-0.052
1299.767,0.162,-0.082
1299.787,0.151,-0.05
1299.807,0.162,-0.059
1299.827,0.087,-0.123
1299.847,0.101,-0.096
1299.867,0.091,-0.065
1299.887,0.158,-0.083
1299.907,0.068,-0.113
1299.927,-0.005,-0.151
1299.947,0.066,-0.013
1299.967,-0.02,-0.028
1299.987,-0.001,-0.143
1300.007,-0.052,-0.065
1300.027,-0.035,-0.09
1300.047,-0.063,-0.091
1300.067,-0.106,-0.062
1300.087,-0.078,-0.136
1300.107,-0.189,-0.032
1300.127,-0.144,-0.14
1300.147,-0.242,-0.214
1300.167,-0.204,-0.002
1300.187,-0.136,-0.117
1300.207,-0.118,-0.056
1300.227,-0.194,-0.084
1300.247,-0.141,-0.024
1300.267,-0.173,-0.075
1300.287,-0.175,-0.111
1300.307,-0.257,-0.077
1300.327,-0.242,-0.023
1300.347,-0.163,-0.012
1300.367,-0.215,-0.062
1300.387,-0.253,-0.094
1300.407,-0.217,-0.005
1300.427,-0.106,-0.12
1300.447,-0.168,-0.185
1300.467,-0.114,-0.08
1300.487,-0.17,-0.076
1300.507,-0.118,0.047
1300.527,-0.104,-0.042
1300.547,-0.049,0.047
1300.567,-0.01,-0.057
1300.587,-0.0,-0.065
1300.607,-0.018,-0.099
1300.627,0.024,0.083
1300.647,0.034,0.032
1300.667,0.048,0.034
1300.687,0.088,-0.039
1300.707,0.09,-0.062
1300.727,0.149,-0.076
1300.747,0.113,0.017
1300.767,0.184,0.087
1300.787,0.144,0.026
1300.807,0.172,0.035
1300.827,0.126,-0.0
1300.847,0.224,0.058
1300.867,0.236,0.043
1300.887,0.177,0.088
1300.907,0.235,0.024
1300.927,0.252,0.016
1300.947,0.234,0.039
1300.967,0.17,0.053
1300.987,0.217,0.07
1301.007,0.183,0.076
1301.027,0.162,0.076
1301.047,0.17,0.211
1301.067,0.188,0.06
1301.087,0.085,0.121
1301.107,0.149,0.052
1301.127,0.196,0.056
1301.147,0.127,0.083
1301.167,0.068,0.044
1301.187,0.016,0.123
1301.207,-0.067,0.104
1301.227,-0.025,0.128
1301.247,0.021,0.048
1301.267,0.04,-0.006
1301.287,-0.05,0.097
1301.307,-0.062,0.029
1301.327,-0.096,0.072
1301.347,-0.028,0.081
1301.367,-0.126,0.112
1301.387,-0.071,0.073
1301.407,-0.075,0.078
1301.427,-0.17,-0.016
1301.447,-0.178,-0.002
1301.467,-0.195,-0.051
1301.487,-0.24,0.053
1301.507,-0.165,0.029
1301.527,-0.201,0.083
1301.547,-0.235,-0.044
1301.567,-0.324,-0.023
1301.587,-0.127,-0.002
1301.607,-0.184,-0.045
1301.627,-0.135,-0.108
1301.647,-0.154,-0.032
1301.667,-0.245,0.009
1301.687,-0.111,0.023
1301.707,-0.176,-0.077
1301.727,-0.263,0.036
1301.747,-0.143,-0.089
1301.767,-0.117,-0.055
1301.787,0.004,-0.127
1301.807,-0.098,-0.06
1301.827,-0.03,0.032
1301.847,-0.054,-0.007
1301.867,-0.036,-0.033
1301.887,-0.054,-0.019
1301.907,0.001,-0.149
1301.927,0.024,-0.07
1301.947,0.123,-0.085
1301.967,0.202,-0.026
1301.987,0.092,-0.095
1302.007,0.055,-0.085
1302.027,0.102,-0.079
1302.047,0.056,-0.131
1302.067,0.158,-0.075
1302.087,0.227,-0.093
1302.107,0.224,-0.089
1302.127,0.134,-0.135
1302.147,0.183,-0.142
1302.167,0.2,-0.085
1302.187,0.177,-0.085
1302.207,0.169,-0.057
1302.227,0.195,-0.06
1302.247,0.174,-0.073
1302.267,0.222,-0.057
1302.287,0.129,-0.112
1302.307,0.124,-0.071
1302.327,0.106,-0.057
1302.347,0.17,-0.145
1302.367,0.015,-0.092
1302.387,0.088,-0.061
1302.407,0.136,-0.126
1302.427,0.059,-0.115
1302.447,0.139,-0.082
1302.467,0.043,-0.104
1302.487,0.028,-0.065
1302.507,-0.006,-0.068
1302.527,0.036,-0.102
1302.547,-0.008,-0.045
1302.567,-0.093,0.005
1302.587,-0.079,-0.033
1302.607,-0.053,-0.123
1302.627,-0.118,0.014
1302.647,-0.114,-0.096
1302.667,-0.193,-0.098
1302.687,-0.152,-0.073
1302.707,-0.136,-0.023
1302.727,-0.218,0.001
1302.747,-0.084,-0.022
1302.767,-0.286,-0.009
1302.787,-0.174,0.097
1302.807,-0.255,-0.009
1302.827,-0.153,0.049
1302.847,-0.173,0.101
1302.867,-0.188,0.037
1302.887,-0.168,0.018
1302.907,-0.162,0.054
1302.927,-0.216,0.094
1302.947,-0.143,0.061
1302.967,-0.111,0.044
1302.987,-0.089,0.052
1303.007,-0.191,-0.031
1303.027,-0.096,0.002
1303.047,-0.091,0.038
1303.067,-0.138,0.172
1303.087,-0.021,0.058
1303.107,0.034,0.051
1303.127,-0.061,0.12
1303.147,-0.018,0.066
1303.167,-0.025,0.192
1303.187,0.084,0.085
1303.207,-0.021,0.143
1303.227,0.1,0.041
1303.247,0.104,0.051
1303.267,0.136,0.206
1303.287,0.218,0.119
1303.307,0.176,0.176
1303.327,0.156,0.06
1303.347,0.117,0.095
1303.367,0.185,0.12
1303.387,0.298,0.167
1303.407,0.196,0.082
1303.427,0.24,0.06
1303.447,0.243,0.069
1303.467,0.144,0.103
1303.487,0.167,0.121
1303.507,0.277,0.13
1303.527,0.246,0.088
1303.547,0.174,0.024
1303.567,0.149,0.063
1303.587,0.179,0.135
1303.607,0.169,0.091
1303.627,0.115,0.01
1303.647,0.089,0.051
1303.667,0.106,-0.02
1303.687,0.13,0.003
1303.707,0.058,-0.064
1303.727,0.013,0.076
1303.747,0.032,0.065
1303.767,0.104,-0.042
1303.787,-0.013,-0.068
1303.807,-0.038,0.018
1303.827,0.031,-0.04
1303.847,-0.014,-0.046
1303.867,-0.068,-0.056
1303.887,0.012,0.035
1303.907,-0.182,-0.095
1303.927,-0.142,-0.022
1303.947,-0.202,-0.008
1303.967,-0.18,-0.081
1303.987,-0.224,-0.095
1304.007,-0.167,-0.092
1304.027,-0.145,-0.125
1304.047,-0.108,-0.024
1304.067,-0.256,-0.011
1304.087,-0.239,-0.026
1304.107,-0.228,-0.029
1304.127,-0.12,-0.122
1304.147,-0.217,-0.114
1304.167,-0.211,-0.058
1304.187,-0.072,-0.122
1304.207,-0.172,-0.049
1304.227,-0.15,-0.133
1304.247,-0.128,-0.137
1304.267,-0.071,-0.047
1304.287,-0.183,-0.092
1304.307,-0.086,0.007
1304.327,-0.062,-0.073
1304.347,-0.058,-0.077
1304.367,0.076,-0.055
1304.387,-0.062,-0.172
1304.407,0.045,-0.139
1304.427,0.063,-0.021
1304.447,0.04,-0.179
1304.467,0.052,-0.048
1304.487,0.104,-0.073
1304.507,0.035,-0.049
1304.527,0.071,-0.155
1304.547,0.152,-0.15
1304.567,0.183,-0.12
1304.587,0.22,-0.101
1304.607,0.222,-0.104
1304.627,0.113,-0.043
1304.647,0.181,-0.003
1304.667,0.203,-0.088
1304.687,0.279,-0.099
1304.707,0.195,-0.094
1304.727,0.152,0.007
1304.747,0.077,-0.055
1304.767,0.163,0.003
1304.787,0.243,-0.038
1304.807,0.141,-0.051
1304.827,0.182,0.029
1304.847,0.145,-0.018
1304.867,0.101,-0.029
1304.887,0.146,0.056
1304.907,0.149,0.097
1304.927,0.132,0.058
1304.947,0.042,0.041
1304.967,0.035,0.065
1304.987,0.056,0.003
1305.007,-0.016,-0.015
1305.027,0.007,0.16
1305.047,0.045,0.077
1305.067,-0.084,0.087
1305.087,0.069,0.06
1305.107,-0.08,0.103
1305.127,-0.131,0.155
1305.147,-0.172,0.029
1305.167,-0.065,0.048
1305.187,-0.132,0.098
1305.207,-0.118,0.146
1305.227,-0.134,0.093
1305.247,-0.121,0.137
1305.267,-0.268,0.103
1305.287,-0.163,0.055
1305.307,-0.235,0.177
1305.327,-0.248,0.052
1305.347,-0.131,0.091
1305.367,-0.236,0.139
1305.387,-0.176,0.157
1305.407,-0.221,0.156
1305.427,-0.22,0.067
1305.447,-0.158,0.075
1305.467,-0.231,0.107
1305.487,-0.104,0.055
1305.507,-0.153,0.029
1305.527,-0.08,0.132
1305.547,-0.041,0.064
1305.567,-0.082,0.009
1305.587,0.016,0.144
1305.607,-0.085,0.12
1305.627,-0.005,0.014
1305.647,-0.04,0.014
1305.667,-0.039,0.013
1305.687,0.021,0.108
1305.707,0.02,0.054
1305.727,-0.067,0.064
1305.747,0.095,0.044
1305.767,0.076,-0.001
1305.787,0.183,0.06
1305.807,0.164,0.027
1305.827,0.112,-0.018
1305.847,0.218,-0.071
1305.867,0.26,-0.079
1305.887,0.23,-0.067
1305.907,0.207,-0.004
1305.927,0.272,0.127
1305.947,0.159,-0.008
1305.967,0.261,-0.055
1305.987,0.153,-0.115
1306.007,0.165,-0.066
1306.027,0.13,-0.025
1306.047,0.123,-0.076
1306.067,0.156,0.011
1306.087,0.028,-0.028
1306.107,0.152,-0.082
1306.127,0.101,-0.12
1306.147,0.107,-0.064
1306.167,0.161,-0.008
1306.187,0.153,-0.092
1306.207,0.079,-0.057
1306.227,0.015,-0.074
1306.247,-0.052,-0.161
1306.267,-0.011,-0.078
1306.287,0.009,-0.056
1306.307,-0.085,-0.08
1306.327,-0.004,-0.049
1306.347,0.031,-0.054
1306.367,-0.097,-0.093
1306.387,-0.157,-0.029
1306.407,-0.119,-0.108
1306.427,-0.183,-0.093
1306.447,-0.098,-0.22
1306.467,-0.202,-0.092
1306.487,-0.212,-0.1
1306.507,-0.206,-0.083
1306.527,-0.206,-0.05
1306.547,-0.21,-0.034
1306.567,-0.221,-0.102
1306.587,-0.188,-0.095
1306.607,-0.137,-0.016
1306.627,-0.147,-0.008
1306.647,-0.161,-0.061
1306.667,-0.208,-0.066
1306.687,-0.104,-0.084
1306.707,-0.144,-0.051
1306.727,-0.121,-0.026
1306.747,-0.098,0.013
1306.767,-0.173,-0.071
1306.787,-0.101,-0.028
1306.807,-0.11,0.053
1306.827,-0.14,0.02
1306.847,-0.152,0.054
1306.867,-0.035,0.014
1306.887,-0.012,-0.007
1306.907,-0.027,0.009
1306.927,0.032,0.027
1306.947,-0.012,0.048
1306.967,-0.015,0.034
1306.987,0.038,-0.019
1307.007,0.131,0.084
1307.027,0.145,-0.011
1307.047,0.12,0.01
1307.067,0.148,0.137
1307.087,0.057,0.044
1307.107,0.111,0.072
1307.127,0.137,0.01
1307.147,0.14,0.05
1307.167,0.151,0.076
1307.187,0.14,0.019
1307.207,0.106,0.089
1307.227,0.149,0.024
1307.247,0.191,0.15
1307.267,0.249,0.065
1307.287,0.265,0.029
1307.307,0.125,0.097
1307.327,0.173,0.056
1307.347,0.118,0.122
1307.367,0.181,0.02
1307.387,0.101,0.121
1307.407,0.148,0.106
1307.427,0.048,0.188
1307.447,0.183,0.064
1307.467,0.064,0.099
1307.487,0.035,-0.002
1307.507,-0.004,0.035
1307.527,0.026,0.129
1307.547,-0.073,0.023
1307.567,-0.092,0.099
1307.587,-0.092,0.188
1307.607,-0.039,0.119
1307.627,-0.138,-0.043
1307.647,-0.093,0.055
1307.667,-0.042,0.143
1307.687,-0.157,0.054
1307.707,-0.163,0.023
1307.727,-0.209,0.036
1307.747,-0.147,0.114
1307.767,-0.141,0.086
1307.787,-0.177,0.106
1307.807,-0.191,0.113
1307.827,-0.128,0.158
1307.847,-0.179,0.018
1307.867,-0.218,-0.023
1307.887,-0.116,-0.008
1307.907,-0.308,0.047
1307.927,-0.168,-0.098
1307.947,-0.19,0.041
1307.967,-0.162,0.047
1307.987,-0.176,-0.022
1308.007,-0.157,0.085
